1, 0, 0.05986976623535156
2,1,0.06280088424682617
3,20,0.06685328483581543
4,1,0.06977987289428711
5, 0, 0.061835289001464844
6,92,0.07978582382202148
7,2,0.06582403182983398
8, 0, 0.0578463077545166
9,154,0.09175515174865723
10,62,0.07579636573791504
11,1,0.07380318641662598
12, 0, 0.06781959533691406
13,10,0.07582855224609375
14,51,0.07377314567565918
15,1,0.07881999015808105
16, 0, 0.06981205940246582
17, 0, 0.05784893035888672
18,13,0.07280158996582031
19, 0, 0.06479382514953613
20, 0, 0.05884265899658203
